Name,Gender,Relationship,Age,City,Sector,Income,Needs,Expenses,Saving
Madhu Shree Saxena,Female,Married,51-60,Jaipur,Government,726359,363179,217907,145273
Monika Bala Malhotra,Female,Married,51-60,Gurgaon,Public,1161157,580578,348347,232232
Babita Rani Gupta,Female,Married,21-25,Meerut,Private,1057808,528904,317342,211562
Namrata Devi Wadhwa,Female,Divorced,21-25,Gurgaon,Business,1395729,697864,418718,279147
Aastha Devi Arora,Female,Divorced,21-25,Indore,Government,553711,276855,166113,110743
Aditya Dev Mittal,Male,Divorced,36-50,Indore,Public,508625,254312,152587,101726
Alok Narayan Aggarwal,Male,Unmarried,51-60,Agra,Public,438161,219080,131448,87633
Kavita Kumari Tripathi,Female,Single,36-50,Jaipur,Business,1033879,516939,310163,206777
Siddharth Kumar Saxena,Male,Married,36-50,Lucknow,Business,541697,270848,162509,108340
Mahesh Mohan Mehra,Male,Divorced,51-60,Delhi,Government,653983,466812,126219,60952
Vikas Lal Chhabra,Male,Single,21-25,Chandigarh,Government,1076765,538382,323029,215354
Madhu Bala Khanna,Female,Divorced,51-60,Kanpur,Public,826746,413373,248023,165350
Rakesh Dev Kapoor,Male,Married,51-60,Noida,Business,1419228,709614,425768,283846
Rekha Devi Joshi,Female,Married,21-25,Patna,Government,649849,324924,194954,129971
Aarav Nath Khanna,Male,Unmarried,21-25,Ranchi,Public,968267,484133,290480,193654
Aakarsh Mohan Jain,Male,Single,51-60,Delhi,Government,1480308,740154,444092,296062
Preeti Bala Thakur,Female,Single,36-50,Varanasi,Public,1250042,625021,375012,250009
Rekha Kumari Bhardwaj,Female,Divorced,26-35,Varanasi,Public,1104864,552432,331459,220973
Alok Dev Tandon,Male,Divorced,21-25,Noida,Business,1170896,585448,351268,234180
Varun Lal Mathur,Male,Single,51-60,Ghaziabad,Business,877591,438795,263277,175519
Ajay Mohan Jain,Male,Single,51-60,Patna,Government,429185,214592,128755,85838
Nisha Kumari Saxena,Female,Divorced,36-50,Gurgaon,Government,518459,259229,155537,103693
Rohit Kumar Saxena,Male,Divorced,51-60,Aligarh,Business,361417,180708,108425,72284
Pooja Shree Rawat,Female,Married,36-50,Indore,Public,725430,512468,190197,22765
Sandeep Kumar Mishra,Male,Single,51-60,Agra,Public,1266037,633018,379811,253208
Alok Chandra Chopra,Male,Divorced,51-60,Agra,Private,445925,222962,133777,89186
Rakesh Lal Goyal,Male,Unmarried,26-35,Aligarh,Private,543650,271825,163095,108730
Pankhuri Devi Negi,Female,Single,36-50,Prayagraj,Government,977872,678672,235971,63229
Mahesh Kumar Mehra,Male,Single,36-50,Kanpur,Public,666764,468418,149078,49268
Sumit Nath Seth,Male,Married,51-60,Aligarh,Private,720578,360289,216173,144116
Harsh Lal Goel,Male,Divorced,51-60,Jaipur,Government,761626,380813,228487,152326
Siddharth Dev Khanna,Male,Single,26-35,Noida,Business,1448650,724325,434595,289730
Aadarsh Dev Goel,Male,Married,51-60,Bhopal,Government,911208,455604,273362,182242
Kiran Shree Saxena,Female,Unmarried,26-35,Chandigarh,Public,540010,270005,162003,108002
Amit Mohan Saxena,Male,Single,26-35,Patna,Government,620642,310321,186192,124129
Pranav Nath Tandon,Male,Single,26-35,Indore,Public,380529,272941,71809,35779
Rahul Lal Bansal,Male,Single,51-60,Kanpur,Government,430708,215354,129212,86142
Sachin Lal Saxena,Male,Unmarried,51-60,Noida,Private,1185121,592560,355536,237025
Sachin Kumar Mehra,Male,Married,36-50,Gurgaon,Business,1129430,564715,338829,225886
Ravi Dev Bhardwaj,Male,Divorced,51-60,Bhopal,Government,608473,304236,182541,121696
Ishita Devi Luthra,Female,Divorced,26-35,Bhopal,Business,1263504,631752,379051,252701
Aadarsh Kumar Thakur,Male,Divorced,26-35,Bhopal,Government,1486001,743000,445800,297201
Jyoti Rani Jain,Female,Married,26-35,Bhopal,Public,628404,314202,188521,125681
Ananya Bala Thakur,Female,Unmarried,21-25,Lucknow,Private,744280,372140,223284,148856
Hemant Lal Pandey,Male,Married,36-50,Noida,Government,1034147,517073,310244,206830
Amit Lal Mittal,Male,Married,21-25,Ranchi,Public,1162038,581019,348611,232408
Rakesh Mohan Chhabra,Male,Divorced,21-25,Aligarh,Private,778457,389228,233537,155692
Sneha Shree Bajaj,Female,Single,21-25,Noida,Government,952947,476473,285884,190590
Rajesh Chandra Malhotra,Male,Divorced,36-50,Aligarh,Business,1266492,633246,379947,253299
Ritesh Chandra Seth,Male,Married,26-35,Varanasi,Government,1430608,715304,429182,286122
Preeti Kumari Goyal,Female,Married,51-60,Noida,Private,362196,181098,108658,72440
Kavita Shree Wadhwa,Female,Divorced,21-25,Aligarh,Public,1006786,503393,302035,201358
Gaurav Chandra Joshi,Male,Divorced,36-50,Varanasi,Public,430009,215004,129002,86003
Dinesh Lal Bhardwaj,Male,Single,36-50,Dehradun,Public,1132160,566080,339648,226432
Anjali Shree Aggarwal,Female,Married,26-35,Noida,Business,456826,228413,137047,91366
Kritika Shree Negi,Female,Single,26-35,Agra,Government,1335430,667715,400629,267086
Mahesh Chandra Pandey,Male,Divorced,51-60,Jaipur,Business,685137,342568,205541,137028
Nikhil Nath Negi,Male,Unmarried,21-25,Noida,Business,588199,294099,176459,117641
Ankit Dev Thakur,Male,Single,36-50,Agra,Business,454717,227358,136415,90944
Saurabh Prasad Chopra,Male,Divorced,26-35,Aligarh,Government,976591,488295,292977,195319
Saurabh Narayan Bansal,Male,Married,26-35,Agra,Business,1486528,743264,445958,297306
Kritika Rani Arora,Female,Divorced,26-35,Meerut,Private,401090,200545,120327,80218
Simran Bala Verma,Female,Married,21-25,Ranchi,Private,1401456,700728,420436,280292
Saurabh Nath Chopra,Male,Married,26-35,Kanpur,Government,1072415,536207,321724,214484
Pranav Lal Sharma,Male,Unmarried,36-50,Ghaziabad,Business,1126892,563446,338067,225379
Simran Kumari Sharma,Female,Single,21-25,Prayagraj,Business,1125514,562757,337654,225103
Akhil Dev Bhardwaj,Male,Married,51-60,Ghaziabad,Government,679255,339627,203776,135852
Aashi Bala Chauhan,Female,Divorced,36-50,Delhi,Business,1267952,633976,380385,253591
Alok Mohan Mathur,Male,Unmarried,21-25,Meerut,Business,606030,303015,181809,121206
Rahul Mohan Bhardwaj,Male,Single,36-50,Ghaziabad,Business,534115,267057,160234,106824
Aaditya Lal Singh,Male,Unmarried,21-25,Delhi,Public,563549,281774,169064,112711
Radhika Devi Tandon,Female,Single,36-50,Indore,Government,891676,445838,267502,178336
Ajay Dev Gupta,Male,Divorced,26-35,Prayagraj,Private,1044619,522309,313385,208925
Aditi Rani Bansal,Female,Divorced,26-35,Bhopal,Business,1341579,670789,402473,268317
Gaurav Prasad Pandey,Male,Unmarried,51-60,Prayagraj,Government,1289678,644839,386903,257936
Aanchal Shree Chhabra,Female,Married,26-35,Prayagraj,Government,666363,333181,199908,133274
Dinesh Chandra Khanna,Male,Single,36-50,Patna,Private,1137425,568712,341227,227486
Anjali Devi Aggarwal,Female,Single,51-60,Ghaziabad,Private,1212910,606455,363873,242582
Manish Chandra Gupta,Male,Single,26-35,Agra,Private,982646,491323,294793,196530
Dinesh Narayan Tandon,Male,Single,26-35,Chandigarh,Government,973016,486508,291904,194604
Deepak Narayan Mishra,Male,Divorced,51-60,Dehradun,Private,815207,407603,244562,163042
Mukesh Kumar Bansal,Male,Married,26-35,Patna,Business,1253199,626599,375959,250641
Sandeep Narayan Bajaj,Male,Single,36-50,Chandigarh,Business,758858,379429,227657,151772
Tanvi Kumari Joshi,Female,Divorced,21-25,Indore,Government,1131886,565943,339565,226378
Kritika Rani Mathur,Female,Married,21-25,Dehradun,Public,1488857,744428,446657,297772
Aarohi Devi Saxena,Female,Single,51-60,Aligarh,Public,838029,419014,251408,167607
Ritesh Mohan Bansal,Male,Unmarried,26-35,Noida,Private,1211617,605808,363485,242324
Pooja Rani Seth,Female,Single,36-50,Lucknow,Private,766233,383116,229869,153248
Priya Kumari Agarwal,Female,Unmarried,26-35,Gurgaon,Public,854734,427367,256420,170947
Amit Chandra Suri,Male,Unmarried,36-50,Delhi,Private,358529,179264,107558,71707
Rakesh Dev Sharma,Male,Single,36-50,Delhi,Government,1389472,694736,416841,277895
Yash Mohan Goel,Male,Unmarried,51-60,Bhopal,Public,1000818,500409,300245,200164
Nisha Rani Bhardwaj,Female,Married,51-60,Noida,Public,1430237,715118,429071,286048
Sanjay Chandra Negi,Male,Divorced,21-25,Kanpur,Public,670511,335255,201153,134103
Rahul Dev Mehra,Male,Divorced,51-60,Patna,Private,1009508,692875,216126,100507
Deepika Bala Mishra,Female,Single,36-50,Prayagraj,Public,1216807,608403,365042,243362
Gaurav Prasad Singh,Male,Single,26-35,Prayagraj,Private,755866,377933,226759,151174
Siddharth Nath Verma,Male,Divorced,21-25,Ghaziabad,Private,440516,220258,132154,88104
Vivek Chandra Pandey,Male,Divorced,51-60,Noida,Public,967830,483915,290349,193566
Alok Dev Chopra,Male,Single,51-60,Lucknow,Government,1109037,554518,332711,221808
Rashmi Kumari Arora,Female,Divorced,26-35,Bhopal,Public,356670,178335,107001,71334
Abhishek Chandra Mahajan,Male,Unmarried,21-25,Patna,Public,1456041,728020,436812,291209
Vandana Shree Pandey,Female,Single,51-60,Bhopal,Government,373641,186820,112092,74729
Rohit Prasad Mittal,Male,Divorced,21-25,Dehradun,Private,684766,342383,205429,136954
Babita Devi Mishra,Female,Unmarried,36-50,Bhopal,Business,1124866,562433,337459,224974
Sunita Devi Rawat,Female,Single,51-60,Aligarh,Government,1406084,703042,421825,281217
Sachin Kumar Bajaj,Male,Unmarried,26-35,Dehradun,Government,1292851,646425,387855,258571
Rohit Dev Luthra,Male,Divorced,21-25,Prayagraj,Government,1307015,653507,392104,261404
Shruti Devi Tripathi,Female,Single,26-35,Jaipur,Government,436586,218293,130975,87318
Ajay Lal Chauhan,Male,Married,36-50,Jaipur,Public,1495188,747594,448556,299038
Ritesh Kumar Yadav,Male,Married,26-35,Prayagraj,Business,443377,221688,133013,88676
Shalini Devi Mathur,Female,Married,51-60,Ranchi,Private,1223416,611708,367024,244684
Saurabh Dev Rawat,Male,Single,26-35,Gurgaon,Private,1161366,580683,348409,232274
Vinod Chandra Yadav,Male,Single,51-60,Patna,Public,497312,248656,149193,99463
Aaditya Chandra Sharma,Male,Single,36-50,Agra,Business,974205,487102,292261,194842
Sunil Nath Aggarwal,Male,Single,51-60,Aligarh,Government,816764,408382,245029,163353
Shubham Dev Srivastava,Male,Divorced,26-35,Chandigarh,Private,793856,396928,238156,158772
Shruti Devi Singh,Female,Single,26-35,Patna,Public,1270262,635131,381078,254053
Mukesh Dev Singh,Male,Married,21-25,Chandigarh,Business,398495,199247,119548,79700
Shubham Prasad Khanna,Male,Single,26-35,Ranchi,Private,1370497,685248,411149,274100
Nisha Shree Tandon,Female,Married,26-35,Gurgaon,Public,513214,256607,153964,102643
Aditya Kumar Sharma,Male,Divorced,26-35,Jaipur,Public,1059300,529650,317790,211860
Mohit Lal Duggal,Male,Married,26-35,Prayagraj,Government,927856,463928,278356,185572
Madhu Shree Negi,Female,Unmarried,51-60,Varanasi,Government,1391824,695912,417547,278365
Aarohi Rani Mehra,Female,Divorced,51-60,Patna,Private,1087897,543948,326369,217580
Kritika Bala Wadhwa,Female,Married,21-25,Ranchi,Business,417163,288121,87738,41304
Priya Shree Srivastava,Female,Married,21-25,Gurgaon,Business,1190902,595451,357270,238181
Aadarsh Nath Negi,Male,Divorced,36-50,Patna,Public,1277398,883640,330854,62904
Priya Bala Bhatia,Female,Single,51-60,Meerut,Business,641324,320662,192397,128265
Aarushi Bala Rawat,Female,Married,26-35,Chandigarh,Business,1246395,623197,373918,249280
Megha Rani Luthra,Female,Unmarried,36-50,Chandigarh,Public,980610,490305,294183,196122
Madhu Rani Wadhwa,Female,Divorced,26-35,Kanpur,Government,1192846,596423,357853,238570
Rohit Kumar Yadav,Male,Unmarried,26-35,Patna,Public,1321451,660725,396435,264291
Karan Prasad Bajaj,Male,Single,51-60,Delhi,Government,918974,459487,275692,183795
Pranav Chandra Negi,Male,Married,21-25,Varanasi,Private,1009415,504707,302824,201884
Aaditya Kumar Mathur,Male,Unmarried,51-60,Aligarh,Private,1269167,634583,380750,253834
Karan Prasad Mathur,Male,Unmarried,26-35,Aligarh,Public,846178,602263,167756,76159
Sanjay Nath Thakur,Male,Unmarried,36-50,Jaipur,Public,639043,319521,191712,127810
Vandana Devi Pandey,Female,Divorced,26-35,Patna,Public,1400658,700329,420197,280132
Aarushi Rani Joshi,Female,Single,26-35,Indore,Public,532193,266096,159657,106440
Mukesh Narayan Chauhan,Male,Divorced,36-50,Aligarh,Government,1132081,566040,339624,226417
Kapil Mohan Goel,Male,Unmarried,51-60,Ghaziabad,Business,1004639,502319,301391,200929
Aastha Shree Duggal,Female,Divorced,26-35,Agra,Private,687497,343748,206249,137500
Sandeep Mohan Bhardwaj,Male,Single,51-60,Noida,Government,1116786,558393,335035,223358
Babita Shree Wadhwa,Female,Unmarried,51-60,Patna,Business,511793,255896,153537,102360
Mohit Mohan Bhatia,Male,Single,51-60,Ghaziabad,Business,1168646,584323,350593,233730
Deepak Mohan Srivastava,Male,Single,21-25,Noida,Government,426041,213020,127812,85209
Aadarsh Lal Pandey,Male,Divorced,36-50,Chandigarh,Business,1251124,625562,375337,250225
Rakesh Mohan Verma,Male,Married,26-35,Noida,Government,1062651,732744,296799,33108
Pankaj Nath Verma,Male,Divorced,36-50,Bhopal,Private,551507,275753,165452,110302
Shubham Chandra Bhardwaj,Male,Married,26-35,Delhi,Business,1379523,689761,413856,275906
Kajal Shree Singh,Female,Unmarried,36-50,Aligarh,Public,729370,364685,218811,145874
Sanjay Kumar Yadav,Male,Single,51-60,Prayagraj,Private,764199,382099,229259,152841
Rohit Nath Chhabra,Male,Divorced,51-60,Indore,Public,578604,289302,173581,115721
Rekha Shree Chauhan,Female,Single,51-60,Noida,Public,572272,286136,171681,114455
Aakarsh Nath Kapoor,Male,Single,51-60,Ghaziabad,Private,487835,243917,146350,97568
Manish Prasad Kapoor,Male,Single,26-35,Indore,Government,880217,440108,264065,176044
Nikhil Mohan Srivastava,Male,Divorced,36-50,Kanpur,Private,397074,198537,119122,79415
Alok Narayan Bhatia,Male,Divorced,36-50,Varanasi,Business,1311297,655648,393389,262260
Kavita Bala Agarwal,Female,Divorced,36-50,Lucknow,Public,992998,496499,297899,198600
Manish Nath Luthra,Male,Single,36-50,Prayagraj,Business,1096863,548431,329058,219374
Yash Kumar Negi,Male,Divorced,36-50,Ghaziabad,Government,1396662,698331,418998,279333
Nisha Rani Gupta,Female,Single,26-35,Meerut,Business,1212453,606226,363735,242492
Nisha Devi Tripathi,Female,Unmarried,51-60,Chandigarh,Business,1088945,544472,326683,217790
Vinod Narayan Agarwal,Male,Married,26-35,Noida,Business,1385036,692518,415510,277008
Megha Bala Chopra,Female,Married,36-50,Kanpur,Private,496281,248140,148884,99257
Jyoti Kumari Rawat,Female,Single,21-25,Bhopal,Business,829018,414509,248705,165804
Saurabh Prasad Srivastava,Male,Single,26-35,Lucknow,Public,834425,417212,250327,166886
Simran Shree Mathur,Female,Married,36-50,Dehradun,Private,1310463,655231,393138,262094
Rajesh Dev Pandey,Male,Unmarried,36-50,Indore,Public,827943,413971,248382,165590
Mahesh Chandra Negi,Male,Divorced,51-60,Dehradun,Government,1451634,1022284,289144,140206
Sumit Chandra Srivastava,Male,Divorced,51-60,Lucknow,Business,968523,484261,290556,193706
Sachin Dev Tandon,Male,Married,51-60,Lucknow,Private,1174903,587451,352470,234982
Aakanksha Bala Malhotra,Female,Single,21-25,Patna,Public,970377,485188,291113,194076
Deepak Nath Arora,Male,Single,21-25,Ranchi,Business,506189,253094,151856,101239
Ashish Chandra Srivastava,Male,Unmarried,26-35,Varanasi,Government,961460,480730,288438,192292
Kiran Kumari Chauhan,Female,Married,26-35,Gurgaon,Private,1145387,572693,343616,229078
Simran Bala Bansal,Female,Unmarried,51-60,Indore,Business,1404370,988511,323142,92717
Sanjay Narayan Tandon,Male,Single,26-35,Dehradun,Government,1335312,667656,400593,267063
Ajeet Prasad Rawat,Male,Married,36-50,Agra,Government,353701,252755,77574,23372
Mahesh Kumar Malhotra,Male,Married,26-35,Jaipur,Business,1108457,554228,332537,221692
Vinod Lal Duggal,Male,Married,21-25,Lucknow,Private,1144621,572310,343386,228925
Aaditya Mohan Agarwal,Male,Unmarried,36-50,Jaipur,Government,951508,475754,285452,190302
Rachna Bala Agarwal,Female,Single,21-25,Patna,Private,1330204,665102,399061,266041
Shreya Shree Yadav,Female,Unmarried,36-50,Dehradun,Private,499140,249570,149742,99828
Rekha Bala Malhotra,Female,Divorced,36-50,Chandigarh,Government,1026705,513352,308011,205342
Ishita Shree Arora,Female,Unmarried,21-25,Lucknow,Private,1341080,670540,402324,268216
Mohit Kumar Mahajan,Male,Single,21-25,Kanpur,Public,503772,251886,151131,100755
Hemant Dev Malhotra,Male,Unmarried,21-25,Meerut,Government,997112,498556,299133,199423
Sakshi Kumari Pandey,Female,Married,36-50,Agra,Private,1019696,701966,217629,100101
Arjun Prasad Khanna,Male,Divorced,21-25,Agra,Government,1323916,661958,397174,264784
Varun Mohan Bhardwaj,Male,Single,51-60,Delhi,Business,1125782,562891,337734,225157
Vinod Mohan Verma,Male,Divorced,26-35,Bhopal,Private,391859,195929,117557,78373
Ananya Devi Mittal,Female,Divorced,51-60,Kanpur,Business,739026,369513,221707,147806
Preeti Shree Yadav,Female,Unmarried,51-60,Chandigarh,Public,773955,386977,232186,154792
Mohit Mohan Tripathi,Male,Single,51-60,Meerut,Government,670701,335350,201210,134141
Aditya Nath Mathur,Male,Divorced,21-25,Agra,Private,885474,442737,265642,177095
Alok Kumar Tandon,Male,Divorced,51-60,Chandigarh,Private,1274695,637347,382408,254940
Ananya Bala Bansal,Female,Divorced,26-35,Bhopal,Government,750160,375080,225048,150032
Yash Nath Seth,Male,Married,36-50,Jaipur,Business,1438796,1029317,318269,91210
Mohit Dev Seth,Male,Unmarried,36-50,Ranchi,Private,575715,287857,172714,115144
Pankaj Prasad Sharma,Male,Unmarried,51-60,Lucknow,Government,1455844,727922,436753,291169
Gaurav Narayan Mathur,Male,Divorced,36-50,Gurgaon,Business,560991,280495,168297,112199
Anjali Bala Sharma,Female,Unmarried,51-60,Dehradun,Public,1007787,503893,302336,201558
Abhishek Narayan Verma,Male,Divorced,21-25,Indore,Business,1489582,744791,446874,297917
Mahesh Mohan Yadav,Male,Unmarried,26-35,Ghaziabad,Public,819512,409756,245853,163903
Shubham Prasad Arora,Male,Single,26-35,Dehradun,Public,827563,413781,248268,165514
Akhil Narayan Arora,Male,Divorced,21-25,Patna,Government,1040944,520472,312283,208189
Rakesh Dev Gupta,Male,Divorced,36-50,Noida,Private,1324738,662369,397421,264948
Pallavi Devi Khanna,Female,Single,21-25,Noida,Private,586054,293027,175816,117211
Abhishek Prasad Chauhan,Male,Divorced,36-50,Indore,Public,1395875,697937,418762,279176
Sunil Chandra Seth,Male,Single,36-50,Gurgaon,Private,468281,234140,140484,93657
Aarav Prasad Tandon,Male,Unmarried,21-25,Patna,Private,1032806,516403,309841,206562
Mukesh Mohan Goel,Male,Single,36-50,Prayagraj,Public,550390,275195,165117,110078
Mukesh Lal Wadhwa,Male,Unmarried,26-35,Aligarh,Public,1153369,576684,346010,230675
Shreya Kumari Thakur,Female,Divorced,36-50,Bhopal,Private,701828,482821,194998,24009
Rahul Chandra Khanna,Male,Divorced,51-60,Chandigarh,Private,725360,362680,217608,145072
Megha Devi Chopra,Female,Single,36-50,Kanpur,Business,536327,268163,160898,107266
Swati Shree Mathur,Female,Divorced,26-35,Delhi,Public,782864,391432,234859,156573
